id,label,timeset,3,2,0,1,4,5,modularity_class,eigencentrality,author-year,citation
14684434648392889813,"JAR Nafziger, RK Paterson, AD Renteln, 2010",,2010,"JAR Nafziger, RK Paterson, AD Renteln",https://books.google.ca/books?hl=en&lr=&id=OyirBAAAQBAJ&oi=fnd&pg=PR23&ots=Pirz1xd3EE&sig=kJ7uoILr7QWX1Ah1yiIwWDX_FnY,"Cultural law: international, comparative, and indigenous",56,"https://scholar.google.com/scholar?cites=14684434648392889813&as_sdt=2005&sciodt=0,5&hl=en",2,0.43877354407921193,"JAR Nafziger, RK Paterson, AD Renteln, 2010","JAR Nafziger, RK Paterson, AD Renteln, 2010"
16629789719155368810,"B Tobin, 2014",,2014,B Tobin,https://books.google.com/books?hl=en&lr=&id=e3JeBAAAQBAJ&oi=fnd&pg=PP1&ots=YphWoYkEFa&sig=Qo9NnMsRG05igzVlTnsozlQ3SEA,"Indigenous peoples, customary law and human rights–why living law matters",44,"https://scholar.google.com/scholar?cites=16629789719155368810&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"B Tobin, 2014","B Tobin, 2014"
1616865547387191973,"A Chechi, 2014",,2014,A Chechi,https://books.google.com/books?hl=en&lr=&id=DekkAwAAQBAJ&oi=fnd&pg=PP1&ots=G0Z7jDRKKA&sig=dIqdf09cpBTKVgjK4LLDOgdr7sU,The settlement of international cultural heritage disputes,19,"https://scholar.google.com/scholar?cites=1616865547387191973&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"A Chechi, 2014","A Chechi, 2014"
10510357527756775219,"V Vadi, 2014",,2014,V Vadi,,[CITATION][C] Cultural heritage in international investment law and arbitration,22,"https://scholar.google.com/scholar?cites=10510357527756775219&as_sdt=2005&sciodt=0,5&hl=en",2,0.18126062067546053,"V Vadi, 2014","V Vadi, 2014"
8690217653301420038,"L Casini, 2011",,2011,L Casini,https://academic.oup.com/icon/article-abstract/9/2/369/649612,“Italian Hours”: The globalization of cultural property law,14,"https://scholar.google.com/scholar?cites=8690217653301420038&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"L Casini, 2011","L Casini, 2011"
16721932117795645780,"K Kuprecht, 2016",,2016,K Kuprecht,https://link.springer.com/content/pdf/10.1007/978-3-319-01655-9.pdf,Indigenous Peoples' Cultural Property Claims,16,"https://scholar.google.com/scholar?cites=16721932117795645780&as_sdt=2005&sciodt=0,5&hl=en",2,0.296382473126692,"K Kuprecht, 2016","K Kuprecht, 2016"
4755478151837713839,"MM Zamorano, 2016",,2016,MM Zamorano,http://www.cultureunbound.ep.liu.se/v8/a12/cu16v8a12.pdf,Reframing cultural diplomacy: the instrumentalization of culture under the soft power theory,8,"https://scholar.google.com/scholar?cites=4755478151837713839&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"MM Zamorano, 2016","MM Zamorano, 2016"
5404767721462674611,"I Ruggiu, 2012",,2012,I Ruggiu,https://www.torrossa.com/resources/an/2651893,Il giudice antropologo: Costituzione e tecniche di composizione dei conflitti multiculturali,21,"https://scholar.google.com/scholar?cites=5404767721462674611&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"I Ruggiu, 2012","I Ruggiu, 2012"
16317952575917715267,"C Forrest, 2014",,2014,C Forrest,https://www.cambridge.org/core/journals/international-journal-of-cultural-property/article/immunity-from-seizure-and-suit-in-australia-the-protection-of-cultural-objects-on-loan-act-2013/F64794BAD9B2D28694081579E0E337F4,Immunity from seizure and suit in Australia: the protection of cultural objects on Loan Act 2013,7,"https://scholar.google.com/scholar?cites=16317952575917715267&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"C Forrest, 2014","C Forrest, 2014"
7108036231371292250,"AD Renteln, 2011",,2011,AD Renteln,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sjlta18&section=26,Cultural defenses in international criminal tribunals: a preliminary consideration of the issues,8,"https://scholar.google.com/scholar?cites=7108036231371292250&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"AD Renteln, 2011","AD Renteln, 2011"
12221497930837884031,"MA Renold, 2015",,2015,MA Renold,https://www.cambridge.org/core/journals/international-journal-of-cultural-property/article/cultural-coownership-preventing-and-solving-cultural-property-claims/E61D449A1CD23CB570C2B0EE6AC4FA65,Cultural co-ownership: preventing and solving cultural property claims,4,"https://scholar.google.com/scholar?cites=12221497930837884031&as_sdt=2005&sciodt=0,5&hl=en",2,0.08863642342368641,"MA Renold, 2015","MA Renold, 2015"
3753917766714900092,"P Kuruk, 2006",,2006,P Kuruk,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/pepplr34&section=42,Goading a Reluctant Dinosaur: Mutual Recognition Agreements as a Policy Response to the Misapprop...,27,"https://scholar.google.com/scholar?cites=3753917766714900092&as_sdt=2005&sciodt=0,5&hl=en",7,0.4075448337536063,"P Kuruk, 2006","P Kuruk, 2006"
9806644333158430855,"Federal Circuit 808 F. 3d 1321, 2015",,2015,Federal Circuit 808 F. 3d 1321,"https://scholar.google.com/scholar_case?case=9806644333158430855&hl=en&as_sdt=2005&sciodt=0,5",In re Tam,154,https://scholar.google.com/scholar?cites=9806644333158430855&as_sdt=2005&sciodt=6&hl=en,7,0.08395227726409993,"Federal Circuit 808 F. 3d 1321, 2015","Federal Circuit 808 F. 3d 1321, 2015"
17362209681001861886,"PK Yu, 2008",,2008,PK Yu,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/temple81&section=16,"Cultural relics, intellectual property, and intangible heritage",64,"https://scholar.google.com/scholar?cites=17362209681001861886&as_sdt=20000005&sciodt=0,21&hl=en",7,0.12344026588969573,"PK Yu, 2008","PK Yu, 2008"
10198669657380292565,"Federal Circuit 785 F. 3d 567, 2015",,2015,Federal Circuit 785 F. 3d 567,"/scholar_case?case=10198669657380292565&hl=en&as_sdt=2005&sciodt=0,5",In re Tam,47,https://scholar.google.com/scholar?cites=10198669657380292565&as_sdt=2005&sciodt=6&hl=en,7,0.08395227726409993,"Federal Circuit 785 F. 3d 567, 2015","Federal Circuit 785 F. 3d 567, 2015"
5438245202650714833,"JJ OseiTutu, 2011",,2011,JJ OseiTutu,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/marq15&section=6,A sui generis regime for traditional knowledge: the cultural divide in intellectual property law,35,"https://scholar.google.com/scholar?cites=5438245202650714833&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"JJ OseiTutu, 2011","JJ OseiTutu, 2011"
6429838684249526296,"PT Wendel, 2007",,2007,PT Wendel,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/flr76&section=37,Protecting Newly Discovered Antiquities: Thinking Outside the Fee Simple Box,26,"https://scholar.google.com/scholar?cites=6429838684249526296&as_sdt=2005&sciodt=0,5&hl=en",4,0.2019767729392154,"PT Wendel, 2007","PT Wendel, 2007"
11597685332351772634,"JT Cross, 2008",,2008,JT Cross,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/twlr15&section=15,Justifying property rights in Native American traditional knowledge,9,"https://scholar.google.com/scholar?cites=11597685332351772634&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"JT Cross, 2008","JT Cross, 2008"
18432635179602494881,"P Kuruk, 2015",,2015,P Kuruk,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sdintl17&section=5,Regulating Access to Tradional Knowledge and Genetic Resources: The Disclosure Requirement as a Strategy to Combat Biopiracy,7,"https://scholar.google.com/scholar?cites=18432635179602494881&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"P Kuruk, 2015","P Kuruk, 2015"
8307466044055128939,"KT Crosby, 2010",,2010,KT Crosby,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/wasglo9&section=23,The United States and Iraq: Plant Patent Protection and Saving Seed,6,"https://scholar.google.com/scholar?cites=8307466044055128939&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"KT Crosby, 2010","KT Crosby, 2010"
15295590585615987184,"RM Hilty, T Jaeger, 2015",,2015,"RM Hilty, T Jaeger",https://link.springer.com/chapter/10.1007/978-3-642-30888-8_3,Legal Effects and Policy Considerations for Free Trade Agreements: What Is Wrong with FTAs?,4,"https://scholar.google.com/scholar?cites=15295590585615987184&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"RM Hilty, T Jaeger, 2015","RM Hilty, T Jaeger, 2015"
7305889921698207667,"JJ Oseitutu, 2009",,2009,JJ Oseitutu,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/idea50&section=30,Traditional Knowledge: Is Perpetual Protection a Good Idea,4,"https://scholar.google.com/scholar?cites=7305889921698207667&as_sdt=2005&sciodt=0,5&hl=en",7,0.08395227726409993,"JJ Oseitutu, 2009","JJ Oseitutu, 2009"
12824968710680184360,"E Weiss, 2008",,2008,E Weiss,"https://scholar.google.com/scholar?cluster=1569027910308005513&hl=en&as_sdt=2005&sciodt=0,5",Reburying the past: the effects of repatriation and reburial on scientific inquiry,18,"https://scholar.google.com/scholar?cites=12824968710680184360&as_sdt=2005&sciodt=0,5&hl=en",2,0.36635014700981194,"E Weiss, 2008","E Weiss, 2008"
3134329545539964743,"S Mays, 2010",,2010,S Mays,https://books.google.com/books?hl=en&lr=&id=xUhZBwAAQBAJ&oi=fnd&pg=PP1&ots=nAHbAJJmOn&sig=10l5HNWeWNRBFPvWhjWqtNo9wLM,The archaeology of human bones,831,"https://scholar.google.com/scholar?cites=3134329545539964743&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"S Mays, 2010","S Mays, 2010"
4709839626268057553,"AM Kakaliouras, 2012",,2012,AM Kakaliouras,http://www.journals.uchicago.edu/doi/abs/10.1086/662331,An anthropology of repatriation: Contemporary physical anthropological and Native American ontologies of practice,42,"https://scholar.google.com/scholar?cites=4709839626268057553&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"AM Kakaliouras, 2012","AM Kakaliouras, 2012"
15965167057738106816,"KA Carpenter, 2012",,2012,KA Carpenter,http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/conlr45&section=14,Limiting Principles and Empowering Practices in American Indian Religious Freedoms,16,"https://scholar.google.com/scholar?cites=15965167057738106816&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"KA Carpenter, 2012","KA Carpenter, 2012"
247258008090862602,"J Sofaer, 2012",,2012,J Sofaer,http://www.tandfonline.com/doi/abs/10.1080/00293652.2012.703686,Touching the body: The living and the dead in Osteoarchaeology and the performance art of Marina Abramović,7,"https://scholar.google.com/scholar?cites=247258008090862602&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"J Sofaer, 2012","J Sofaer, 2012"
1970759156376964355,"H Gilmore, C Schafer…, 2013",,2013,"H Gilmore, C Schafer…",http://journals.sagepub.com/doi/abs/10.1177/1469605313503229,Tapu and the invention of the “death taboo”: An analysis of the transformation of a Polynesian cultural concept,5,"https://scholar.google.com/scholar?cites=1970759156376964355&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"H Gilmore, C Schafer…, 2013","H Gilmore, C Schafer…, 2013"
17488877497799804714,"RM Seidemann, RL Moss, 2009",,2009,"RM Seidemann, RL Moss",http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/loyolr55&section=24,Places Worth Saving: A Legal Guide to the Protection of Historic Cemeteries in Louisiana and Recommendations for Additional Protection,4,"https://scholar.google.com/scholar?cites=17488877497799804714&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"RM Seidemann, RL Moss, 2009","RM Seidemann, RL Moss, 2009"
49719647131006578,"HM Yang, KS Hu, HJ Kim, 2013",,2013,"HM Yang, KS Hu, HJ Kim",https://synapse.koreamed.org/search.php?where=aview&id=10.11637/kjpa.2013.26.1.1&code=0107KJPA&vmode=AR,Anatomical and Functional Consideration of the Trigemino-Facial Nervous Communication and Facial Expresssion Muscles,3,"https://scholar.google.com/scholar?cites=49719647131006578&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"HM Yang, KS Hu, HJ Kim, 2013","HM Yang, KS Hu, HJ Kim, 2013"
4095977366680099020,"E White, 2011",,2011,E White,https://theses.ncl.ac.uk/dspace/handle/10443/1344,Giving up the dead?: the impact and effectiveness of the Human Tissue Act and the Guidance for the Care of Human Remains in English Museums,2,"https://scholar.google.com/scholar?cites=4095977366680099020&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"E White, 2011","E White, 2011"
204801036950381620,"VM Park, 2013",,2013,VM Park,https://theses.ncl.ac.uk/dspace/bitstream/10443/2281/2/dspacelicence.pdf,"Read all about it?: newspaper coverage of the archaeological excavation, retention, and reburial of human remains within the United Kingdom",1,"https://scholar.google.com/scholar?cites=204801036950381620&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"VM Park, 2013","VM Park, 2013"
17780876633990939854,"J Kim, DW Steadman, 2014",,2014,"J Kim, DW Steadman",https://synapse.koreamed.org/search.php?where=aview&id=10.11637/kjpa.2014.27.2.47&code=0107KJPA&vmode=FULL,A Review of Codes of Ethics in the United States and Ethical Dilemmas Surrounding the Native American Graves Protection and Repatriation Act (NAGPRA),1,"https://scholar.google.com/scholar?cites=17780876633990939854&as_sdt=2005&sciodt=0,5&hl=en",2,0.07717332202007948,"J Kim, DW Steadman, 2014","J Kim, DW Steadman, 2014"
3726730512114066737,"JA Nafziger, AM Nicgorski, 2009",,2009,"JA Nafziger, AM Nicgorski",http://booksandjournals.brillonline.com/content/books/9789004189928,Cultural Heritage Issues,16,"https://scholar.google.com/scholar?cites=3726730512114066737&as_sdt=2005&sciodt=0,5&hl=en",2,0.4642107361809795,"JA Nafziger, AM Nicgorski, 2009","JA Nafziger, AM Nicgorski, 2009"
5745387218019692169,"I Braverman, 2014",,2014,I Braverman,https://www.sciencedirect.com/science/article/pii/S0016718513002200,Conservation without nature: the trouble with in situ versus ex situ conservation,32,"https://scholar.google.com/scholar?cites=5745387218019692169&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"I Braverman, 2014","I Braverman, 2014"
12157497946515048791,"N Brodie, 2014",,2014,N Brodie,https://link.springer.com/article/10.1007/s10610-014-9235-9,Provenance and price: autoregulation of the antiquities market?,17,"https://scholar.google.com/scholar?cites=12157497946515048791&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"N Brodie, 2014","N Brodie, 2014"
14953701022637427755,"K Kuprecht, 2012",,2012,K Kuprecht,https://www.cambridge.org/core/journals/international-journal-of-cultural-property/article/concept-of-cultural-affiliation-in-nagpra-its-potential-and-limits-in-the-global-protection-of-indigenous-cultural-property-rights/2EB2D738076627576CBE2E9B8CF9CF24,The concept of “cultural affiliation” in NAGPRA: its potential and limits in the global protection of indigenous cultural property rights,9,"https://scholar.google.com/scholar?cites=14953701022637427755&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"K Kuprecht, 2012","K Kuprecht, 2012"
8008533159339929138,"T Falola, J Morgan, BA Oyeniyi, 2012",,2012,"T Falola, J Morgan, BA Oyeniyi",https://books.google.com/books?hl=en&lr=&id=aBGk0uIqHdQC&oi=fnd&pg=PP2&ots=gw5rUB49Op&sig=hvo8PSoIqWfX_szoEfI6zhJ14B8,Culture and Customs of Libya,10,"https://scholar.google.com/scholar?cites=8008533159339929138&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"T Falola, J Morgan, BA Oyeniyi, 2012","T Falola, J Morgan, BA Oyeniyi, 2012"
14475116189378172729,"C Roodt, 2015",,2015,C Roodt,https://books.google.com/books?hl=en&lr=&id=-sDiBwAAQBAJ&oi=fnd&pg=PR1&ots=Yx-nLw49yi&sig=LZecxPf-jvVbxXsjhfsQxX7nlME,"Private international law, art and cultural heritage",8,"https://scholar.google.com/scholar?cites=14475116189378172729&as_sdt=2005&sciodt=0,5&hl=en",2,0.2077460497030054,"C Roodt, 2015","C Roodt, 2015"
12087636775247271480,"RK Paterson, 2010",,2010,RK Paterson,https://www.cambridge.org/core/journals/international-journal-of-cultural-property/article/heading-home-french-law-enables-return-of-maori-heads-to-new-zealand/07F63E58690D319F522E88A308E0FA27,Heading Home: French law enables return of maori heads to New Zealand,6,"https://scholar.google.com/scholar?cites=12087636775247271480&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"RK Paterson, 2010","RK Paterson, 2010"
7282363829472699072,"Z Liu, 2016",,2016,Z Liu,https://link.springer.com/content/pdf/10.1007/978-981-10-0597-8.pdf,The case for repatriating China's cultural objects,6,"https://scholar.google.com/scholar?cites=7282363829472699072&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"Z Liu, 2016","Z Liu, 2016"
16709038780406155517,"V Vadi, H Schneider, 2014",,2014,"V Vadi, H Schneider",https://link.springer.com/chapter/10.1007/978-3-642-45094-5_1,"Art, cultural heritage and the market: legal and ethical issues",2,"https://scholar.google.com/scholar?cites=16709038780406155517&as_sdt=2005&sciodt=0,5&hl=en",2,0.09262419725177407,"V Vadi, H Schneider, 2014","V Vadi, H Schneider, 2014"
8721734731632698595,"CM Stojanowski, WN Duncan, 2015",,2015,"CM Stojanowski, WN Duncan",http://onlinelibrary.wiley.com/doi/10.1002/ajhb.22522/full,"Engaging bodies in the public imagination: Bioarchaeology as social science, science, and humanities",15,"https://scholar.google.com/scholar?cites=8721734731632698595&as_sdt=2005&sciodt=0,5&hl=en",3,0.36635014700981194,"CM Stojanowski, WN Duncan, 2015","CM Stojanowski, WN Duncan, 2015"
8995338734298021985,"SN DeWitte, CM Stojanowski, 2015",,2015,"SN DeWitte, CM Stojanowski",https://link.springer.com/article/10.1007/s10814-015-9084-1,"The osteological paradox 20 years later: past perspectives, future directions",74,"https://scholar.google.com/scholar?cites=8995338734298021985&as_sdt=2005&sciodt=0,5&hl=en",3,0.07717332202007948,"SN DeWitte, CM Stojanowski, 2015","SN DeWitte, CM Stojanowski, 2015"
13097041289955012436,"AT Boutin, 2016",,2016,AT Boutin,https://www.sciencedirect.com/science/article/pii/S1879981715300206,Exploring the social construction of disability: An application of the bioarchaeology of personhood model to a pathological skeleton from ancient Bahrain,11,"https://scholar.google.com/scholar?cites=13097041289955012436&as_sdt=2005&sciodt=0,5&hl=en",3,0.07717332202007948,"AT Boutin, 2016","AT Boutin, 2016"
18123359463869575758,"KM Johnson, KS Paul, 2016",,2016,"KM Johnson, KS Paul",https://link.springer.com/article/10.1007/s10814-015-9086-z,"Bioarchaeology and kinship: integrating theory, social relatedness, and biology in ancient family research",10,"https://scholar.google.com/scholar?cites=18123359463869575758&as_sdt=2005&sciodt=0,5&hl=en",3,0.07717332202007948,"KM Johnson, KS Paul, 2016","KM Johnson, KS Paul, 2016"
709685490717545745,"JC Willman, L Shackelford…, 2016",,2016,"JC Willman, L Shackelford…",http://onlinelibrary.wiley.com/doi/10.1002/ajpa.22988/full,"Incisor ablation among the late upper paleolithic people of Tam Hang (Northern Laos): Social identity, mortuary practice, and oral health",5,"https://scholar.google.com/scholar?cites=709685490717545745&as_sdt=2005&sciodt=0,5&hl=en",3,0.07717332202007948,"JC Willman, L Shackelford…, 2016","JC Willman, L Shackelford…, 2016"
1605451285454602764,"AK Scherer, 2017",,2017,AK Scherer,https://link.springer.com/article/10.1007/s10814-016-9098-3,Bioarchaeology and the skeletons of the pre-Columbian Maya,2,"https://scholar.google.com/scholar?cites=1605451285454602764&as_sdt=2005&sciodt=0,5&hl=en",3,0.07717332202007948,"AK Scherer, 2017","AK Scherer, 2017"
